Date,Region,TV_Spend,SocialMedia_Spend,GoogleAds_Spend,Influencer_Spend,Email_Spend,Total_Sales
2023-04-13,North,112752,15592,33934,14387,14591,533076
2023-04-13,South,106573,28108,30095,16279,6090,491826
2023-04-13,East,109101,27270,45958,32584,12167,668924
2023-04-13,West,76646,37649,57008,15857,10160,607702
2023-04-13,Central,73049,20997,38706,13052,8883,472571
2023-04-14,North,129605,43489,63516,21995,14375,803657
2023-04-14,South,148116,19104,58066,18580,7129,753882
2023-04-14,East,147379,10870,51472,23240,6403,714418
2023-04-14,West,118385,38684,54629,22910,8577,718398
2023-04-14,Central,90158,49519,66910,15216,6897,689473
2023-04-15,North,115417,59649,43004,29911,2163,749838
2023-04-15,South,73289,44524,79210,39866,5310,785771
2023-04-15,East,59823,40957,40431,20438,5388,504306
2023-04-15,West,110160,43885,76733,12865,2995,759820
2023-04-15,Central,91975,54369,60088,21557,8161,696810
2023-04-16,North,59540,45596,64135,17211,3877,623741
2023-04-16,South,66364,39866,70250,38268,12015,738370
2023-04-16,East,54611,40676,58015,8646,10103,542062
2023-04-16,West,77663,57764,54502,28924,12487,726975
2023-04-16,Central,101991,23878,51385,14910,5264,597487
2023-04-17,North,107679,49760,24663,6778,3348,579873
2023-04-17,South,80977,37559,58677,24441,11995,633432
2023-04-17,East,144704,56546,72568,10190,4251,869872
2023-04-17,West,99115,16771,32818,20304,13092,544687
2023-04-17,Central,141007,26526,42686,32289,9290,764273
2023-04-18,North,138223,39896,43977,9747,11785,714689
2023-04-18,South,110890,41923,69832,14286,10018,731599
2023-04-18,East,116387,46203,60931,5045,8590,675037
2023-04-18,West,68071,49390,38454,34742,9658,609678
2023-04-18,Central,109275,22852,33358,12758,2432,531926
2023-04-19,North,122369,57574,26668,28437,7743,719226
2023-04-19,South,61938,53391,65784,24585,7247,656786
2023-04-19,East,85195,11848,60769,38223,9715,657032
2023-04-19,West,141680,41027,29921,14854,5817,607035
2023-04-19,Central,54000,45464,54959,22349,3070,560799
2023-04-20,North,120588,44485,52328,35692,6600,799564
2023-04-20,South,143610,29456,28859,26348,10306,651834
2023-04-20,East,147856,19259,78956,39296,11631,881967
2023-04-20,West,88304,45554,43970,24455,11982,632350
2023-04-20,Central,119449,56922,28872,18288,2994,658412
2023-04-21,North,132986,23409,78316,11387,6318,746141
2023-04-21,South,139643,13791,39230,38894,6731,696345
2023-04-21,East,70764,35864,46708,28016,8068,576882
2023-04-21,West,136027,46639,38847,35215,9670,801123
2023-04-21,Central,88494,44574,75989,21102,6767,736628
2023-04-22,North,53373,27888,47105,8404,2957,441411
2023-04-22,South,62161,29692,79847,5106,10287,605638
2023-04-22,East,147532,33501,24922,20195,4154,639616
2023-04-22,West,142658,23304,24392,32153,2631,657316
2023-04-22,Central,77350,37527,72335,34605,13876,763717
2023-04-23,North,143008,28074,33541,10580,11893,626942
2023-04-23,South,144297,25549,39551,10400,8045,653945
2023-04-23,East,75351,39963,39381,35649,2697,577405
2023-04-23,West,138668,35920,67783,35496,2031,865136
2023-04-23,Central,65305,40826,75673,25637,8209,699236
2023-04-24,North,125353,46071,55995,11177,6874,721164
2023-04-24,South,126797,26061,42948,12269,7562,631631
2023-04-24,East,115953,38810,46728,19974,10740,696470
2023-04-24,West,107458,57966,79072,19037,4248,858564
2023-04-24,Central,70358,32800,22024,23756,12085,477656
2023-04-25,North,53267,53423,36713,21167,8192,548525
2023-04-25,South,132745,51692,22486,28218,13026,739794
2023-04-25,East,139588,19940,21155,30167,11895,602105
2023-04-25,West,88513,13924,30082,11617,8406,464280
2023-04-25,Central,76092,38054,57245,26534,3156,614970
2023-04-26,North,61338,19783,38569,30459,10535,480377
2023-04-26,South,50412,47253,27086,25542,7295,479884
2023-04-26,East,57543,55397,22317,5303,14264,433484
2023-04-26,West,83496,23233,56389,34756,13654,636684
2023-04-26,Central,110692,55669,24491,17683,8154,618691
2023-04-27,North,139084,34484,35916,37695,4248,728589
2023-04-27,South,142920,35068,35248,16025,11136,668549
2023-04-27,East,94425,10191,22511,25890,14072,456386
2023-04-27,West,88756,35074,44226,23715,12242,640005
2023-04-27,Central,68888,14917,45025,9561,5285,417100
2023-04-28,North,85735,48599,62314,37847,13047,764595
2023-04-28,South,97295,35832,68380,32407,11522,783080
2023-04-28,East,133042,52928,27848,26580,4003,720007
2023-04-28,West,135999,30706,34274,15169,5615,638207
2023-04-28,Central,67955,23682,74556,22116,11979,628048
2023-04-29,North,87841,36762,74545,27043,12438,747219
2023-04-29,South,120640,33383,50958,7124,5672,619377
2023-04-29,East,115510,37796,70445,12176,9458,739772
2023-04-29,West,84911,33666,55233,30774,4155,644221
2023-04-29,Central,109031,35662,36304,23676,5479,614529
2023-04-30,North,138726,55159,68437,29760,13212,900863
2023-04-30,South,57357,44642,31294,5997,2051,393668
2023-04-30,East,82479,51830,46425,18117,4159,644152
2023-04-30,West,111476,47531,23175,16231,6390,604166
2023-04-30,Central,94811,20234,60617,34751,5651,690621
2023-05-01,North,86208,19221,65241,12440,9356,603967
2023-05-01,South,70150,21410,47775,24911,14107,549514
2023-05-01,East,121180,24519,29425,20608,4112,560685
2023-05-01,West,93286,11051,46013,34665,12813,585636
2023-05-01,Central,118450,54993,47928,32157,14752,823976
2023-05-02,North,71352,19765,64990,33779,7765,665049
2023-05-02,South,105069,21382,61212,34968,14921,720201
2023-05-02,East,64397,22580,28210,32387,3354,461710
2023-05-02,West,91555,42323,22759,9090,7620,508593
2023-05-02,Central,96959,54757,36091,29945,5754,669217
2023-05-03,North,50728,21939,74407,8743,2209,528664
2023-05-03,South,100517,39964,77566,35924,8232,822450
2023-05-03,East,116234,10307,20002,15196,9846,455635
2023-05-03,West,89954,13359,77282,31279,8171,692448
2023-05-03,Central,97280,39648,70411,8324,2237,674722
2023-05-04,North,129459,45944,60958,24641,10527,762206
2023-05-04,South,66779,44019,50160,32482,14030,643141
2023-05-04,East,113932,48134,40707,37994,10075,791640
2023-05-04,West,122936,37323,35248,19863,3576,628386
2023-05-04,Central,74466,16226,25773,29111,10691,461868
2023-05-05,North,86939,31689,32786,8199,11756,478957
2023-05-05,South,119896,40971,71720,12897,10982,754758
2023-05-05,East,85270,35954,35037,19892,5540,535685
2023-05-05,West,109163,34423,21885,13271,13314,549388
2023-05-05,Central,132637,40391,59828,29815,11327,814408
2023-05-06,North,101934,24330,36331,38357,14136,628188
2023-05-06,South,114895,14891,60612,14552,12540,660282
2023-05-06,East,82307,14992,42495,21267,9257,517673
2023-05-06,West,104098,11961,33450,23268,14516,545983
2023-05-06,Central,110921,22497,29491,19263,2149,558281
2023-05-07,North,55486,42551,71490,10399,13398,636813
2023-05-07,South,58335,20848,29268,34811,13720,504646
2023-05-07,East,136900,23255,72910,34006,3624,805667
2023-05-07,West,139112,14567,47757,6076,9661,640242
2023-05-07,Central,147203,58847,73962,12235,4574,925283
2023-05-08,North,61130,49281,61907,28221,6428,627272
2023-05-08,South,137508,58003,26791,21417,9529,718558
2023-05-08,East,110566,30389,59939,37539,6269,740397
2023-05-08,West,116703,54523,48314,39609,9769,806265
2023-05-08,Central,77192,53919,71883,38902,13476,828317
2023-05-09,North,51062,26567,48583,28645,4108,482246
2023-05-09,South,134076,13358,70021,26682,5947,765528
2023-05-09,East,139780,32999,41550,28401,9899,722556
2023-05-09,West,71545,52358,20093,12771,6914,498387
2023-05-09,Central,71689,20988,55755,13915,8667,539661
2023-05-10,North,61174,50446,65615,18898,4263,638247
2023-05-10,South,138461,41521,29967,6913,11804,624024
2023-05-10,East,59348,15698,36218,32068,5815,517362
2023-05-10,West,73714,11273,63220,6942,14911,530700
2023-05-10,Central,88102,37543,28627,25388,2577,513004
2023-05-11,North,124460,41349,24947,22715,2422,603116
2023-05-11,South,139930,21241,59419,5337,4763,687681
2023-05-11,East,56801,19497,76131,28450,3229,596449
2023-05-11,West,122267,51875,43178,15057,5176,684915
2023-05-11,Central,98136,42703,48876,32713,10945,725057
2023-05-12,North,73625,54041,42908,13983,2687,590080
2023-05-12,South,132873,41954,55912,24995,2722,763194
2023-05-12,East,122592,18002,39971,31092,2746,658101
2023-05-12,West,127052,14247,52584,17145,6337,629176
2023-05-12,Central,94261,51988,69228,28489,4712,811534
2023-05-13,North,51542,31698,78159,36036,2707,678875
2023-05-13,South,71677,29738,28959,34613,10626,532443
2023-05-13,East,96732,20703,75705,33484,2483,721222
2023-05-13,West,100343,58240,48261,7673,13710,660723
2023-05-13,Central,89081,59422,61065,39890,3533,745379
2023-05-14,North,112856,27570,59462,16977,2169,660572
2023-05-14,South,143105,22392,35835,28466,3020,673739
2023-05-14,East,138858,54724,39257,32009,9093,762040
2023-05-14,West,69065,42299,23346,8688,8466,456751
2023-05-14,Central,133460,25641,50807,8748,2847,646905
2023-05-15,North,138092,23998,50418,18665,10887,730291
2023-05-15,South,104693,16305,76176,25641,5346,702113
2023-05-15,East,76962,42726,72300,37500,6013,777787
2023-05-15,West,78295,28782,31340,24230,10078,503423
2023-05-15,Central,63807,22721,78809,30046,2031,651133
2023-05-16,North,92348,49763,79931,14638,10368,776164
2023-05-16,South,76432,22427,53012,25827,13156,586282
2023-05-16,East,133285,56550,55393,26173,12304,846735
2023-05-16,West,141792,30566,56617,18222,9877,717686
2023-05-16,Central,107854,12230,29597,23095,8170,519097
2023-05-17,North,90262,16511,45557,6439,9830,498004
2023-05-17,South,87080,59280,27737,25014,14078,582463
2023-05-17,East,51324,52229,66792,10375,11694,624714
2023-05-17,West,141267,36177,64768,28487,4315,810877
2023-05-17,Central,85909,14765,61101,30702,12836,655447
2023-05-18,North,139339,30354,37276,25600,2065,683962
2023-05-18,South,69870,33929,74639,7466,14420,618503
2023-05-18,East,84578,38820,76403,11928,3928,703214
2023-05-18,West,122124,56040,27310,27480,7011,726109
2023-05-18,Central,76790,39523,55167,14111,9533,600436
2023-05-19,North,75289,15552,57408,34489,8225,629169
2023-05-19,South,105129,10627,39344,14404,7447,513864
2023-05-19,East,143714,21989,30391,38639,2584,706466
2023-05-19,West,144246,23780,76477,17582,8470,808990
2023-05-19,Central,65485,16589,70621,5863,8685,570371
2023-05-20,North,94482,44812,30892,32684,7244,644637
2023-05-20,South,136188,38128,31197,8055,10154,637549
2023-05-20,East,54748,55939,33050,17186,9951,466262
2023-05-20,West,136769,48652,56142,7682,3748,755805
2023-05-20,Central,59435,37790,65679,26832,9670,613226
2023-05-21,North,53709,50953,61615,21997,4204,626054
2023-05-21,South,80355,10249,67553,39640,13822,693780
2023-05-21,East,105771,29309,63728,16346,3892,686041
2023-05-21,West,107799,35901,33535,12189,9018,589212
2023-05-21,Central,63116,33576,61002,26770,12621,614002
2023-05-22,North,75470,41508,63271,5244,5093,564330
2023-05-22,South,92344,19175,77075,37788,2973,719460
2023-05-22,East,92918,35464,25122,34805,6024,566445
2023-05-22,West,102224,26260,29852,18917,12834,545344
2023-05-22,Central,89298,45440,25387,10767,11634,547448
2023-05-23,North,130219,39546,51759,33390,8615,799928
2023-05-23,South,111629,50047,60399,15247,6329,781226
2023-05-23,East,116040,51430,59994,8515,8715,711572
2023-05-23,West,149518,11987,57876,39678,3477,810366
2023-05-23,Central,149835,59242,71376,27266,7689,966133
2023-05-24,North,78016,35105,54878,15750,10962,594584
2023-05-24,South,73960,22948,53725,34583,9329,589123
2023-05-24,East,83591,23026,27146,13076,8444,436983
2023-05-24,West,132848,12773,20560,23006,10497,540922
2023-05-24,Central,117641,55927,78674,20051,2001,884973
2023-05-25,North,86395,19878,76565,9314,10462,651969
2023-05-25,South,72700,52946,21312,33670,14708,590410
2023-05-25,East,84620,20377,38205,7015,13406,478618
2023-05-25,West,70559,17347,31595,15236,8843,421254
2023-05-25,Central,143045,43776,42030,31367,11055,795701
2023-05-26,North,143396,13783,41329,21352,7972,657880
2023-05-26,South,111642,14298,58142,15346,9903,626163
2023-05-26,East,126539,14668,22651,30156,7105,578045
2023-05-26,West,71732,30671,30006,19035,12931,462533
2023-05-26,Central,141362,44820,62701,21108,9702,837291
2023-05-27,North,80354,44484,73853,7853,4914,664846
2023-05-27,South,63843,43078,68940,23620,7156,647291
2023-05-27,East,121726,57159,55645,9176,10298,763896
2023-05-27,West,67640,30922,41966,39923,5168,615700
2023-05-27,Central,102528,44028,47846,30920,14836,743241
2023-05-28,North,88413,55925,41774,11829,4599,600850
2023-05-28,South,102638,30316,24083,39654,7716,611383
2023-05-28,East,102736,21460,53513,30130,4235,666064
2023-05-28,West,118866,26968,28749,13391,4799,551914
2023-05-28,Central,69087,40266,50783,24324,9013,599327
2023-05-29,North,91430,40209,37325,5306,11703,547354
2023-05-29,South,74504,34000,73175,35543,7473,770558
2023-05-29,East,57114,24011,38680,12244,2018,421574
2023-05-29,West,128859,12866,37323,11611,2858,531043
2023-05-29,Central,149657,57133,70762,27706,11608,927850
2023-05-30,North,60975,15898,42684,24076,7380,466469
2023-05-30,South,61023,28395,54493,38043,5032,573991
2023-05-30,East,71447,49019,78328,10271,6505,685294
2023-05-30,West,140469,47707,78931,12331,11618,920916
2023-05-30,Central,73959,14006,32213,16553,7789,419052
2023-05-31,North,116203,44393,51831,36340,4531,745516
2023-05-31,South,79703,20956,62296,16573,9471,584105
2023-05-31,East,59337,40663,66930,26409,6719,641842
2023-05-31,West,96427,16078,47713,25434,14943,579281
2023-05-31,Central,111529,39631,61621,29464,6863,736282
2023-06-01,North,134665,40140,27187,25662,6038,694848
2023-06-01,South,81921,51691,52800,23228,14305,690998
2023-06-01,East,83307,13961,52583,12386,12423,519024
2023-06-01,West,77355,39277,67661,11862,4452,609175
2023-06-01,Central,54835,51574,34408,31252,4846,538166
2023-06-02,North,70159,41417,42369,14487,10064,515436
2023-06-02,South,97605,32484,67928,19604,13394,696988
2023-06-02,East,88088,28103,23414,22427,8622,535261
2023-06-02,West,128752,39345,70308,32201,12008,862643
2023-06-02,Central,105284,56326,39510,8042,11972,629958
2023-06-03,North,107043,49454,77404,15386,14295,821617
2023-06-03,South,85547,11587,32120,16692,10896,438721
2023-06-03,East,147007,52571,54311,20225,11533,828215
2023-06-03,West,132844,31031,53039,21693,5462,687125
2023-06-03,Central,77532,36212,25295,11661,13782,497504
2023-06-04,North,84349,20350,40460,23261,3159,517459
2023-06-04,South,95445,28816,34963,32378,6626,575112
2023-06-04,East,55713,30288,31580,26219,9056,479334
2023-06-04,West,106178,39432,42286,16937,5722,602654
2023-06-04,Central,99407,54222,47328,5794,13630,628295
2023-06-05,North,120340,58617,39093,11786,5560,677863
2023-06-05,South,100990,16837,78498,32032,13274,731687
2023-06-05,East,125672,44217,41605,31427,8117,726410
2023-06-05,West,115545,30884,65365,22358,8589,734442
2023-06-05,Central,134791,15454,64813,34790,11907,786013
2023-06-06,North,108141,19424,66371,25621,8849,674987
2023-06-06,South,73793,46885,62705,33365,4243,696334
2023-06-06,East,106570,51637,67598,18189,10177,787356
2023-06-06,West,145084,53618,77681,16213,3760,913502
2023-06-06,Central,87892,28412,26722,12248,7442,459655
2023-06-07,North,51015,57111,60969,9369,14199,600159
2023-06-07,South,111813,49613,56912,13050,11988,720714
2023-06-07,East,77712,30142,58374,33605,9679,627343
2023-06-07,West,58415,47392,26766,20398,4675,465217
2023-06-07,Central,112292,18848,69882,38055,9124,784167
2023-06-08,North,73833,59317,35928,8195,7781,566732
2023-06-08,South,54158,23136,41274,30451,5236,495187
2023-06-08,East,112680,10589,54416,12450,7898,537277
2023-06-08,West,70309,30908,40612,7925,10235,463521
2023-06-08,Central,56970,16509,54898,19515,10680,510558
2023-06-09,North,122474,50461,67160,10310,6276,809092
2023-06-09,South,136704,52222,49047,36817,13340,849862
2023-06-09,East,96540,59223,63356,32408,6723,801234
2023-06-09,West,70384,54476,57134,24280,11148,672936
2023-06-09,Central,68017,55710,21506,22105,12306,499045
2023-06-10,North,125880,59420,71310,23547,7644,882941
2023-06-10,South,58702,19968,72068,15774,3115,525943
2023-06-10,East,50384,12462,35222,20457,3781,381690
2023-06-10,West,50404,19460,32363,8980,13018,373088
2023-06-10,Central,90943,43783,39613,25886,10842,630429
2023-06-11,North,97926,19275,64563,16576,3876,600691
2023-06-11,South,79189,38677,50628,36891,7363,646179
2023-06-11,East,62763,23269,62626,38262,10532,645974
2023-06-11,West,68384,10406,65384,5947,13142,512269
2023-06-11,Central,110100,17384,75417,5022,5375,643347
2023-06-12,North,148142,32553,24136,6128,12637,589857
2023-06-12,South,59860,34366,66246,18986,4750,609739
2023-06-12,East,130642,54036,31161,37322,12336,769343
2023-06-12,West,100612,27369,55457,21160,11546,630001
2023-06-12,Central,73574,21795,43574,14808,5276,482222
2023-06-13,North,73524,14485,46902,34612,2448,524788
2023-06-13,South,119172,51669,22810,26725,7537,658816
2023-06-13,East,60916,12618,79860,11998,6172,588993
2023-06-13,West,54809,40143,31663,28418,14836,491621
2023-06-13,Central,82201,39425,26152,23040,10989,534146
2023-06-14,North,103330,32673,20012,25557,5496,539613
2023-06-14,South,63456,19603,31162,26825,4182,401458
2023-06-14,East,106397,49696,42322,13998,5326,660665
2023-06-14,West,88765,15368,27999,20802,10837,516472
2023-06-14,Central,84816,14621,27219,16167,2719,429562
2023-06-15,North,95106,24719,25328,18338,3522,511653
2023-06-15,South,103932,39227,23621,15753,8756,519551
2023-06-15,East,67100,53894,72835,10984,8627,662094
2023-06-15,West,107091,17566,44256,23895,3069,588644
2023-06-15,Central,71949,22306,64433,5362,7562,521339
2023-06-16,North,120080,34042,74462,8454,9749,750022
2023-06-16,South,87744,25086,31314,26004,14935,560825
2023-06-16,East,95543,27387,20652,22601,6887,478842
2023-06-16,West,142193,37042,74951,10349,6674,836932
2023-06-16,Central,86187,33888,36182,15047,13267,502592
2023-06-17,North,57239,36514,61580,12750,13999,560207
